Umur,Jenis_Kelamin,Penghasilan,Pendidikan,Frekuensi_Liburan,Preferensi_Aktivitas,Anggaran_Liburan,Lokasi,Jarak_ke_Gunung,Jarak_ke_Pantai,Musim_Favorit,Hewan_Peliharaan,Sensitivitas_Lingkungan,Preferensi_Liburan
35,Laki-Laki,104033,Doktor,5,Ski,2667,Perkotaan,11,101,Gugur,1,1,Gunung
42,Laki-Laki,95135,Doktor,9,Ski,3383,Perkotaan,145,166,Gugur,0,1,Gunung
29,Perempuan,115262,SMA/Setingkat,4,Berjemur,3096,Pinggiran Kota,39,273,Semi,1,1,Pantai
32,Non-Biner,61361,Doktor,9,Ski,3234,Pinggiran Kota,239,32,Dingin,0,1,Pantai
43,Non-Biner,66079,Magister,6,Berjemur,1154,Perkotaan,95,297,Semi,0,0,Pantai
58,Laki-Laki,72495,Sarjana,8,Renang,2764,Pinggiran Kota,277,282,Dingin,0,1,Pantai
62,Perempuan,44065,SMA/Setingkat,5,Mendaki Gunung,3252,Pedesaan,271,276,Panas,0,1,Gunung
43,Non-Biner,74751,SMA/Setingkat,0,Ski,1226,Pedesaan,81,299,Gugur,1,1,Gunung
64,Non-Biner,67479,SMA/Setingkat,8,Renang,4559,Perkotaan,81,141,Gugur,0,0,Pantai
49,Non-Biner,59417,Magister,2,Berjemur,4463,Pinggiran Kota,103,30,Gugur,0,1,Pantai
27,Perempuan,74447,SMA/Setingkat,6,Mendaki Gunung,1043,Pinggiran Kota,63,90,Dingin,0,0,Gunung
33,Perempuan,55797,SMA/Setingkat,8,Renang,1461,Perkotaan,296,202,Panas,0,1,Pantai
24,Laki-Laki,100931,Sarjana,7,Renang,2524,Pinggiran Kota,161,33,Panas,0,1,Pantai
34,Perempuan,72330,Magister,9,Berjemur,3847,Pedesaan,118,204,Semi,1,0,Pantai
40,Non-Biner,112184,Magister,6,Mendaki Gunung,3463,Perkotaan,178,255,Gugur,0,0,Gunung
43,Laki-Laki,49095,SMA/Setingkat,6,Mendaki Gunung,1299,Pinggiran Kota,10,83,Panas,0,1,Gunung
38,Perempuan,64412,SMA/Setingkat,0,Mendaki Gunung,4915,Perkotaan,183,196,Panas,1,0,Gunung
39,Non-Biner,60683,Doktor,4,Ski,4911,Pinggiran Kota,159,147,Dingin,1,0,Pantai
24,Non-Biner,48419,Doktor,5,Ski,4467,Pedesaan,6,221,Gugur,0,1,Gunung
31,Laki-Laki,112842,Magister,1,Ski,1675,Perkotaan,18,179,Semi,0,1,Gunung
32,Laki-Laki,110057,SMA/Setingkat,2,Renang,3953,Pedesaan,79,157,Semi,0,1,Pantai
24,Perempuan,45754,Magister,7,Mendaki Gunung,3145,Pedesaan,167,263,Dingin,0,1,Gunung
26,Perempuan,36872,Magister,0,Berjemur,3317,Perkotaan,144,170,Panas,0,1,Pantai
68,Laki-Laki,116677,SMA/Setingkat,6,Renang,3728,Pinggiran Kota,113,209,Dingin,1,0,Pantai
65,Laki-Laki,56304,Sarjana,9,Mendaki Gunung,2447,Perkotaan,166,122,Panas,1,1,Pantai
25,Non-Biner,52876,Sarjana,1,Renang,2765,Pinggiran Kota,260,37,Panas,0,1,Pantai
67,Perempuan,56261,Sarjana,0,Ski,1409,Pedesaan,164,254,Panas,1,1,Gunung
40,Non-Biner,67735,Sarjana,8,Berjemur,3332,Perkotaan,241,3,Panas,1,1,Pantai
46,Laki-Laki,76024,Magister,6,Berjemur,3064,Pedesaan,199,80,Dingin,1,1,Pantai
35,Laki-Laki,72368,Sarjana,2,Renang,1877,Pinggiran Kota,278,29,Panas,1,1,Pantai
48,Laki-Laki,22382,Sarjana,8,Renang,1422,Pinggiran Kota,33,12,Dingin,1,0,Pantai
47,Perempuan,31887,Magister,8,Renang,911,Pedesaan,248,94,Panas,1,1,Pantai
69,Laki-Laki,82068,Sarjana,8,Berjemur,4766,Perkotaan,205,282,Dingin,0,0,Pantai
56,Laki-Laki,92215,SMA/Setingkat,3,Ski,1120,Pinggiran Kota,257,146,Semi,0,0,Pantai
52,Perempuan,113958,Sarjana,7,Berjemur,3493,Perkotaan,62,52,Semi,0,0,Pantai
35,Laki-Laki,90079,Sarjana,3,Renang,984,Pinggiran Kota,182,215,Gugur,0,0,Pantai
59,Perempuan,51806,Sarjana,3,Ski,1686,Pinggiran Kota,287,262,Panas,1,1,Pantai
56,Laki-Laki,76037,SMA/Setingkat,8,Ski,2983,Pinggiran Kota,101,128,Dingin,0,1,Gunung
34,Perempuan,77831,SMA/Setingkat,7,Ski,1274,Pinggiran Kota,259,149,Gugur,0,1,Pantai
31,Perempuan,30857,SMA/Setingkat,5,Renang,3226,Perkotaan,75,262,Dingin,0,0,Pantai
48,Perempuan,73428,SMA/Setingkat,5,Berjemur,3359,Perkotaan,51,209,Gugur,0,1,Pantai
41,Perempuan,92009,Magister,4,Ski,3937,Pedesaan,200,127,Semi,1,0,Pantai
52,Non-Biner,44544,Sarjana,8,Mendaki Gunung,4053,Pinggiran Kota,254,150,Semi,1,1,Pantai
61,Perempuan,119595,Sarjana,5,Mendaki Gunung,1297,Pinggiran Kota,269,273,Semi,0,1,Gunung
62,Perempuan,80871,Doktor,4,Berjemur,4094,Pinggiran Kota,70,110,Panas,1,0,Pantai
51,Perempuan,33478,SMA/Setingkat,9,Mendaki Gunung,953,Pedesaan,87,147,Panas,0,1,Gunung
20,Perempuan,55374,SMA/Setingkat,6,Mendaki Gunung,2432,Perkotaan,20,280,Semi,1,1,Gunung
54,Laki-Laki,71135,Sarjana,8,Berjemur,2606,Pinggiran Kota,165,228,Semi,0,1,Pantai
60,Laki-Laki,87115,Sarjana,4,Renang,2662,Perkotaan,120,35,Gugur,0,0,Pantai
57,Perempuan,102959,Sarjana,9,Mendaki Gunung,2501,Perkotaan,2,139,Panas,1,1,Gunung
43,Perempuan,51215,SMA/Setingkat,8,Renang,3655,Pedesaan,237,189,Gugur,1,0,Pantai
40,Non-Biner,54849,SMA/Setingkat,9,Renang,1818,Pedesaan,222,286,Gugur,0,0,Pantai
61,Perempuan,32205,Magister,7,Mendaki Gunung,2209,Pedesaan,180,103,Semi,1,0,Pantai
56,Perempuan,112879,Doktor,0,Ski,4326,Pinggiran Kota,114,177,Gugur,0,1,Gunung
32,Perempuan,119277,Magister,0,Mendaki Gunung,4549,Pinggiran Kota,145,77,Panas,0,0,Pantai
66,Laki-Laki,86501,Magister,7,Renang,2669,Pedesaan,131,225,Semi,0,1,Pantai
21,Perempuan,22614,Magister,0,Berjemur,3957,Pinggiran Kota,244,232,Semi,0,0,Pantai
46,Perempuan,65943,Sarjana,9,Berjemur,971,Pedesaan,61,297,Panas,0,1,Pantai
39,Non-Biner,103708,Magister,5,Renang,3417,Pedesaan,213,12,Panas,0,1,Pantai
42,Laki-Laki,82833,Magister,9,Renang,652,Pinggiran Kota,171,30,Dingin,0,1,Pantai
30,Non-Biner,22121,Doktor,4,Renang,1738,Perkotaan,165,30,Panas,1,0,Pantai
35,Perempuan,58423,Magister,4,Renang,4787,Perkotaan,227,284,Panas,0,0,Pantai
50,Non-Biner,69050,Magister,4,Berjemur,4111,Pedesaan,159,73,Panas,1,1,Pantai
33,Perempuan,57486,SMA/Setingkat,8,Renang,4606,Perkotaan,163,245,Gugur,0,1,Pantai
62,Perempuan,62225,SMA/Setingkat,8,Berjemur,1859,Pedesaan,240,50,Panas,0,1,Pantai
59,Laki-Laki,32744,Doktor,8,Renang,2530,Pedesaan,51,3,Gugur,0,1,Pantai
61,Non-Biner,50959,Sarjana,2,Berjemur,981,Pinggiran Kota,134,267,Dingin,0,0,Pantai
19,Perempuan,117409,Doktor,5,Renang,1855,Pinggiran Kota,72,296,Semi,0,1,Pantai
52,Non-Biner,67774,SMA/Setingkat,8,Ski,3461,Perkotaan,43,97,Gugur,0,0,Gunung
59,Laki-Laki,76574,Sarjana,1,Renang,1818,Perkotaan,152,140,Gugur,0,0,Pantai
51,Perempuan,38962,Magister,7,Renang,4351,Pinggiran Kota,45,226,Semi,1,0,Pantai
47,Laki-Laki,23925,Magister,6,Mendaki Gunung,1103,Perkotaan,234,106,Gugur,0,0,Pantai
30,Non-Biner,103847,Magister,9,Ski,4665,Perkotaan,256,58,Panas,0,0,Pantai
30,Non-Biner,63141,Doktor,0,Mendaki Gunung,1113,Perkotaan,261,7,Semi,1,1,Pantai
35,Non-Biner,105662,Magister,4,Renang,3739,Perkotaan,240,181,Gugur,1,1,Pantai
49,Perempuan,79122,SMA/Setingkat,4,Berjemur,4497,Pedesaan,13,192,Semi,0,0,Pantai
49,Perempuan,25730,SMA/Setingkat,5,Mendaki Gunung,4599,Perkotaan,271,245,Semi,1,1,Pantai
52,Perempuan,24401,SMA/Setingkat,4,Renang,4935,Pedesaan,236,242,Panas,0,0,Pantai
56,Laki-Laki,99719,Sarjana,5,Ski,1950,Pedesaan,13,29,Dingin,1,1,Gunung
63,Non-Biner,41753,Sarjana,1,Mendaki Gunung,2906,Pedesaan,228,27,Panas,0,1,Pantai
69,Non-Biner,71740,Doktor,4,Mendaki Gunung,2088,Pedesaan,147,256,Panas,1,1,Gunung
46,Non-Biner,75572,Doktor,3,Renang,3592,Pedesaan,265,232,Gugur,1,0,Pantai
66,Laki-Laki,43720,Doktor,9,Ski,1041,Pinggiran Kota,200,157,Semi,1,0,Pantai
46,Perempuan,21220,Sarjana,4,Renang,3364,Pedesaan,282,31,Dingin,1,1,Pantai
61,Laki-Laki,71799,Sarjana,7,Mendaki Gunung,929,Perkotaan,179,242,Dingin,0,0,Gunung
33,Non-Biner,97134,Magister,5,Ski,2841,Pedesaan,259,76,Dingin,1,0,Pantai
61,Non-Biner,94167,Magister,1,Ski,3870,Perkotaan,285,234,Semi,1,1,Pantai
64,Laki-Laki,88379,SMA/Setingkat,5,Ski,4817,Pedesaan,287,280,Semi,0,1,Pantai
27,Perempuan,56001,Doktor,1,Ski,4348,Pedesaan,159,171,Dingin,0,1,Gunung
47,Perempuan,30295,Magister,4,Renang,4831,Perkotaan,158,7,Panas,1,1,Pantai
42,Non-Biner,101868,Doktor,8,Ski,2725,Perkotaan,162,130,Semi,1,0,Pantai
56,Laki-Laki,93910,SMA/Setingkat,9,Renang,4261,Perkotaan,276,33,Panas,1,0,Pantai
37,Perempuan,84427,Sarjana,7,Renang,1158,Perkotaan,52,139,Dingin,1,1,Pantai
22,Laki-Laki,31679,Magister,5,Ski,4574,Pedesaan,240,257,Gugur,0,0,Gunung
18,Non-Biner,52635,Magister,4,Ski,555,Perkotaan,291,201,Panas,1,1,Pantai
47,Non-Biner,82677,Magister,1,Mendaki Gunung,1366,Perkotaan,43,103,Panas,0,1,Gunung
66,Non-Biner,100898,Doktor,9,Mendaki Gunung,1895,Pinggiran Kota,275,105,Panas,1,0,Pantai
20,Non-Biner,81764,Magister,2,Renang,944,Perkotaan,160,67,Semi,0,1,Pantai
62,Perempuan,31249,SMA/Setingkat,7,Renang,1004,Pedesaan,26,117,Panas,1,0,Pantai
31,Non-Biner,47402,Sarjana,3,Mendaki Gunung,2870,Pedesaan,99,297,Dingin,0,1,Gunung
47,Perempuan,111901,Sarjana,1,Mendaki Gunung,1205,Perkotaan,152,182,Dingin,1,0,Gunung
67,Perempuan,59087,SMA/Setingkat,0,Ski,1784,Perkotaan,83,23,Panas,0,1,Pantai
21,Laki-Laki,93524,SMA/Setingkat,7,Ski,1801,Perkotaan,39,139,Semi,1,0,Gunung
35,Non-Biner,60247,Magister,2,Renang,4238,Perkotaan,39,295,Dingin,0,1,Pantai
54,Perempuan,102868,Sarjana,8,Ski,2378,Pedesaan,26,47,Gugur,0,0,Gunung
42,Laki-Laki,29369,Magister,7,Ski,4495,Perkotaan,276,178,Dingin,1,1,Pantai
65,Laki-Laki,102312,Doktor,7,Mendaki Gunung,4413,Perkotaan,44,202,Semi,0,0,Gunung
18,Non-Biner,29579,Magister,5,Mendaki Gunung,2345,Pinggiran Kota,126,265,Semi,1,1,Gunung
63,Non-Biner,52714,Magister,2,Ski,2140,Pedesaan,13,199,Dingin,0,0,Gunung
32,Laki-Laki,52448,Doktor,6,Mendaki Gunung,1984,Perkotaan,133,251,Semi,0,0,Gunung
26,Perempuan,71557,Sarjana,3,Mendaki Gunung,2840,Pinggiran Kota,95,239,Panas,1,0,Gunung
32,Non-Biner,87564,Doktor,0,Mendaki Gunung,1090,Pinggiran Kota,241,133,Gugur,0,1,Pantai
66,Laki-Laki,33367,Magister,1,Berjemur,2536,Perkotaan,93,103,Semi,1,0,Pantai
41,Laki-Laki,115894,Magister,0,Renang,2507,Pedesaan,165,9,Gugur,0,0,Pantai
21,Perempuan,38334,Magister,0,Renang,4874,Pinggiran Kota,2,149,Dingin,0,0,Pantai
29,Perempuan,75233,Magister,0,Renang,3658,Pedesaan,147,19,Gugur,1,1,Pantai
54,Laki-Laki,107228,SMA/Setingkat,8,Mendaki Gunung,2126,Perkotaan,31,122,Semi,0,0,Gunung
54,Perempuan,50289,SMA/Setingkat,9,Berjemur,2217,Pedesaan,99,240,Panas,1,1,Pantai
60,Non-Biner,90671,Magister,1,Renang,1502,Pinggiran Kota,27,201,Panas,0,0,Pantai
23,Laki-Laki,100058,Magister,7,Berjemur,2106,Pinggiran Kota,74,191,Semi,1,0,Pantai
56,Perempuan,78089,Magister,5,Ski,1027,Pinggiran Kota,60,148,Panas,1,0,Gunung
63,Perempuan,40432,Magister,1,Berjemur,2703,Pinggiran Kota,22,215,Gugur,1,1,Pantai
41,Perempuan,47823,Magister,7,Renang,2627,Pinggiran Kota,123,132,Panas,0,1,Pantai
28,Perempuan,116750,Magister,3,Ski,3766,Pedesaan,221,102,Semi,1,0,Pantai
30,Laki-Laki,44098,Magister,6,Ski,1689,Perkotaan,183,71,Gugur,1,1,Pantai
51,Perempuan,108034,Sarjana,7,Mendaki Gunung,839,Perkotaan,185,124,Gugur,1,0,Pantai
42,Non-Biner,23514,Sarjana,5,Berjemur,4050,Pedesaan,207,57,Panas,1,1,Pantai
24,Non-Biner,24311,SMA/Setingkat,7,Berjemur,2658,Pedesaan,5,5,Panas,1,1,Pantai
69,Laki-Laki,25412,SMA/Setingkat,8,Ski,800,Pedesaan,104,157,Dingin,0,0,Gunung
21,Laki-Laki,116368,Magister,2,Berjemur,2117,Pedesaan,71,114,Gugur,0,0,Pantai
25,Non-Biner,30269,Sarjana,2,Renang,3916,Pinggiran Kota,59,195,Semi,0,1,Pantai
37,Non-Biner,34673,Doktor,1,Mendaki Gunung,4548,Perkotaan,70,246,Dingin,1,0,Gunung
46,Laki-Laki,70394,Magister,1,Ski,2845,Pinggiran Kota,280,91,Dingin,1,1,Pantai
68,Non-Biner,97199,Sarjana,7,Ski,3404,Pinggiran Kota,278,162,Panas,1,1,Pantai
62,Non-Biner,40328,Doktor,8,Berjemur,2167,Pinggiran Kota,59,190,Gugur,1,0,Pantai
63,Laki-Laki,47694,Doktor,0,Ski,3934,Perkotaan,190,71,Dingin,0,1,Pantai
27,Laki-Laki,70971,Sarjana,9,Renang,4711,Pedesaan,190,131,Panas,0,0,Pantai
60,Perempuan,65096,Magister,5,Ski,4877,Perkotaan,89,155,Panas,1,0,Gunung
51,Perempuan,29468,Sarjana,8,Mendaki Gunung,3929,Pedesaan,264,145,Semi,1,0,Pantai
43,Non-Biner,95564,Doktor,4,Mendaki Gunung,2826,Perkotaan,256,17,Dingin,1,0,Pantai
58,Laki-Laki,49024,Doktor,2,Renang,4029,Pinggiran Kota,205,15,Semi,1,1,Pantai
66,Perempuan,52968,SMA/Setingkat,1,Berjemur,4066,Pinggiran Kota,227,86,Panas,1,0,Pantai
20,Non-Biner,70623,Magister,0,Ski,2751,Pedesaan,270,30,Gugur,1,0,Pantai
23,Non-Biner,30892,Doktor,3,Renang,3316,Pedesaan,49,14,Gugur,0,1,Pantai
22,Non-Biner,64202,Sarjana,1,Mendaki Gunung,578,Pinggiran Kota,195,90,Dingin,0,0,Pantai
22,Non-Biner,25229,Magister,2,Ski,4170,Pinggiran Kota,249,175,Semi,0,0,Pantai
64,Laki-Laki,26004,Sarjana,7,Mendaki Gunung,1512,Pedesaan,163,48,Dingin,0,1,Pantai
40,Non-Biner,88883,Doktor,1,Berjemur,1608,Pedesaan,202,116,Gugur,1,0,Pantai
66,Perempuan,27281,Magister,7,Mendaki Gunung,1670,Pedesaan,29,0,Panas,1,0,Pantai
26,Laki-Laki,92894,SMA/Setingkat,0,Berjemur,804,Pedesaan,287,203,Dingin,1,0,Pantai
52,Non-Biner,37920,Doktor,0,Ski,2548,Pinggiran Kota,224,195,Panas,1,1,Pantai
37,Perempuan,37952,Sarjana,2,Berjemur,3269,Pinggiran Kota,8,31,Panas,1,1,Pantai
66,Perempuan,63704,SMA/Setingkat,7,Ski,4085,Pinggiran Kota,214,145,Gugur,0,1,Pantai
59,Laki-Laki,83696,Sarjana,4,Ski,4903,Perkotaan,292,43,Dingin,0,1,Pantai
52,Laki-Laki,68577,Magister,2,Ski,2639,Pedesaan,88,69,Gugur,1,0,Pantai
67,Laki-Laki,65493,Sarjana,0,Berjemur,4314,Perkotaan,92,44,Panas,0,0,Pantai
35,Perempuan,77589,Sarjana,7,Berjemur,1158,Pedesaan,44,47,Dingin,0,0,Pantai
34,Perempuan,27332,Sarjana,3,Mendaki Gunung,4101,Perkotaan,143,33,Gugur,1,0,Pantai
41,Non-Biner,106263,Magister,2,Mendaki Gunung,1818,Pedesaan,160,291,Semi,0,1,Gunung
20,Laki-Laki,83732,Sarjana,4,Ski,4191,Perkotaan,241,28,Dingin,0,1,Pantai
49,Laki-Laki,38403,SMA/Setingkat,2,Berjemur,2894,Pedesaan,163,110,Panas,1,0,Pantai
52,Laki-Laki,51488,Doktor,8,Ski,594,Pedesaan,247,119,Dingin,1,1,Pantai
55,Laki-Laki,44541,SMA/Setingkat,9,Renang,4903,Pinggiran Kota,53,292,Dingin,0,1,Pantai
30,Perempuan,115657,Sarjana,6,Renang,597,Pinggiran Kota,213,239,Gugur,1,0,Pantai
64,Laki-Laki,112966,Magister,5,Berjemur,3245,Pedesaan,289,103,Semi,1,1,Pantai
42,Perempuan,82656,Doktor,1,Mendaki Gunung,4429,Perkotaan,95,251,Gugur,0,1,Gunung
26,Perempuan,94364,Doktor,9,Berjemur,1741,Pinggiran Kota,244,14,Gugur,0,0,Pantai
21,Laki-Laki,102044,Sarjana,7,Berjemur,2303,Pinggiran Kota,294,116,Semi,1,1,Pantai
31,Perempuan,25688,Magister,6,Renang,3268,Perkotaan,208,69,Gugur,1,1,Pantai
54,Perempuan,111621,SMA/Setingkat,2,Mendaki Gunung,4989,Perkotaan,44,116,Gugur,1,0,Gunung
51,Laki-Laki,102116,Sarjana,0,Berjemur,1794,Pedesaan,29,53,Panas,0,0,Pantai
28,Laki-Laki,71413,Sarjana,9,Berjemur,2933,Perkotaan,22,247,Panas,1,0,Pantai
58,Non-Biner,30768,Sarjana,9,Berjemur,753,Pedesaan,215,54,Dingin,1,1,Pantai
20,Perempuan,81830,SMA/Setingkat,0,Mendaki Gunung,4749,Perkotaan,122,279,Semi,1,0,Gunung
45,Perempuan,48358,Doktor,5,Ski,3606,Pinggiran Kota,42,280,Panas,1,1,Gunung
46,Non-Biner,28459,SMA/Setingkat,3,Berjemur,2492,Perkotaan,164,256,Dingin,1,0,Pantai
26,Non-Biner,37622,SMA/Setingkat,5,Ski,951,Pedesaan,258,179,Gugur,0,1,Pantai
20,Laki-Laki,105679,Magister,4,Renang,1151,Pinggiran Kota,260,294,Semi,1,0,Pantai
42,Non-Biner,106454,Doktor,9,Ski,2878,Pinggiran Kota,24,123,Gugur,0,0,Gunung
51,Laki-Laki,57685,Sarjana,8,Mendaki Gunung,4429,Perkotaan,257,156,Gugur,1,0,Pantai
29,Laki-Laki,95335,Magister,1,Ski,1113,Pinggiran Kota,44,28,Gugur,1,1,Pantai
59,Laki-Laki,41518,Sarjana,8,Mendaki Gunung,4593,Pinggiran Kota,5,170,Semi,1,1,Gunung
26,Perempuan,57917,Magister,0,Berjemur,3072,Perkotaan,132,219,Panas,0,0,Pantai
32,Perempuan,31412,Magister,6,Ski,3741,Pinggiran Kota,150,31,Semi,1,0,Pantai
57,Laki-Laki,91995,SMA/Setingkat,5,Mendaki Gunung,1457,Perkotaan,54,176,Semi,0,1,Gunung
42,Non-Biner,116205,Magister,2,Berjemur,925,Pinggiran Kota,185,88,Dingin,1,0,Pantai
22,Perempuan,45223,Magister,2,Mendaki Gunung,748,Pedesaan,22,39,Semi,1,0,Gunung
28,Perempuan,95639,Doktor,4,Renang,2826,Pinggiran Kota,268,69,Gugur,1,0,Pantai
51,Non-Biner,92611,Doktor,1,Mendaki Gunung,2773,Pedesaan,108,297,Panas,1,1,Gunung
41,Perempuan,56377,Magister,0,Ski,3599,Pinggiran Kota,182,17,Semi,0,0,Pantai
32,Non-Biner,56435,Doktor,6,Ski,663,Pinggiran Kota,25,59,Gugur,1,0,Gunung
55,Non-Biner,72346,Magister,9,Mendaki Gunung,2262,Pinggiran Kota,244,42,Dingin,1,1,Pantai
25,Perempuan,55653,Doktor,8,Renang,4747,Perkotaan,116,21,Dingin,1,1,Pantai
22,Non-Biner,81089,Doktor,8,Berjemur,1816,Perkotaan,140,241,Semi,0,0,Pantai
65,Non-Biner,67163,Magister,2,Ski,3988,Pinggiran Kota,135,164,Gugur,0,1,Gunung
43,Laki-Laki,92854,Sarjana,2,Berjemur,519,Pedesaan,117,45,Panas,0,0,Pantai
35,Laki-Laki,65792,Magister,5,Berjemur,4395,Perkotaan,34,221,Gugur,0,1,Pantai
23,Perempuan,41116,Magister,5,Berjemur,2007,Pedesaan,171,198,Gugur,1,1,Pantai
54,Non-Biner,52424,Sarjana,3,Mendaki Gunung,2246,Pedesaan,126,237,Dingin,0,0,Gunung
65,Perempuan,52089,Doktor,3,Berjemur,3385,Pinggiran Kota,59,203,Semi,1,1,Pantai
30,Perempuan,100964,SMA/Setingkat,1,Berjemur,3823,Pedesaan,25,100,Semi,0,0,Pantai
45,Laki-Laki,81177,SMA/Setingkat,3,Mendaki Gunung,1539,Perkotaan,62,57,Semi,0,0,Pantai
22,Non-Biner,110696,SMA/Setingkat,4,Mendaki Gunung,3256,Pinggiran Kota,134,23,Panas,1,1,Pantai
30,Perempuan,35916,Sarjana,3,Renang,3818,Pedesaan,60,8,Panas,1,1,Pantai
34,Perempuan,99932,Magister,6,Berjemur,4659,Pinggiran Kota,255,289,Semi,0,0,Pantai
67,Laki-Laki,69568,Magister,5,Ski,4088,Pinggiran Kota,207,124,Panas,0,0,Pantai
57,Laki-Laki,47096,Sarjana,4,Ski,4965,Pedesaan,216,189,Dingin,0,1,Pantai
62,Laki-Laki,58579,Sarjana,3,Renang,4049,Pedesaan,105,267,Gugur,1,0,Pantai
49,Perempuan,59278,Sarjana,2,Renang,1028,Perkotaan,47,8,Panas,1,0,Pantai
46,Non-Biner,61215,Doktor,8,Renang,1961,Pinggiran Kota,165,240,Gugur,0,0,Pantai
68,Laki-Laki,44935,SMA/Setingkat,8,Ski,1536,Pedesaan,287,10,Semi,1,1,Pantai
20,Laki-Laki,63026,Doktor,9,Renang,3820,Pinggiran Kota,80,217,Dingin,1,0,Pantai
57,Non-Biner,27877,Doktor,0,Ski,1602,Pedesaan,248,132,Panas,1,1,Pantai
51,Perempuan,86181,SMA/Setingkat,2,Berjemur,4225,Pinggiran Kota,65,163,Semi,0,0,Pantai
57,Perempuan,42968,SMA/Setingkat,6,Mendaki Gunung,3934,Perkotaan,93,149,Panas,0,1,Gunung
44,Non-Biner,40342,Sarjana,9,Mendaki Gunung,1765,Pinggiran Kota,36,277,Dingin,0,0,Gunung
30,Laki-Laki,65458,SMA/Setingkat,3,Berjemur,3342,Pinggiran Kota,48,145,Panas,1,1,Pantai
62,Non-Biner,54940,Sarjana,8,Berjemur,3828,Perkotaan,52,152,Panas,1,0,Pantai
50,Perempuan,64211,SMA/Setingkat,0,Berjemur,3235,Perkotaan,91,72,Panas,1,1,Pantai
23,Perempuan,29128,Magister,4,Ski,1920,Pinggiran Kota,71,182,Panas,0,0,Gunung
41,Laki-Laki,116602,Doktor,4,Mendaki Gunung,2825,Perkotaan,242,147,Dingin,0,0,Pantai
36,Laki-Laki,77175,Sarjana,7,Ski,3880,Perkotaan,94,254,Panas,1,0,Gunung
33,Non-Biner,83870,Magister,8,Mendaki Gunung,4664,Pinggiran Kota,277,168,Gugur,0,0,Pantai
57,Perempuan,112484,Sarjana,5,Ski,4092,Perkotaan,137,113,Panas,1,1,Pantai
45,Perempuan,71855,SMA/Setingkat,2,Berjemur,3265,Perkotaan,96,222,Semi,0,1,Pantai
50,Non-Biner,73810,Magister,2,Renang,1222,Perkotaan,135,5,Panas,1,1,Pantai
65,Laki-Laki,96676,SMA/Setingkat,6,Renang,3192,Pinggiran Kota,166,87,Semi,0,0,Pantai
58,Perempuan,44691,Doktor,6,Ski,3012,Pinggiran Kota,256,146,Panas,1,1,Pantai
30,Perempuan,93810,Doktor,8,Ski,3258,Perkotaan,174,244,Semi,0,1,Gunung
60,Laki-Laki,30685,Sarjana,1,Berjemur,3516,Pinggiran Kota,233,111,Dingin,1,0,Pantai
62,Perempuan,34530,Magister,6,Renang,2826,Pinggiran Kota,263,149,Semi,0,1,Pantai
42,Laki-Laki,106074,Sarjana,3,Berjemur,4715,Pinggiran Kota,237,174,Gugur,1,1,Pantai
59,Non-Biner,84347,Doktor,8,Renang,3634,Perkotaan,120,182,Panas,1,0,Pantai
53,Laki-Laki,78600,Doktor,3,Mendaki Gunung,1621,Perkotaan,227,252,Dingin,1,1,Gunung
44,Laki-Laki,109935,SMA/Setingkat,8,Mendaki Gunung,1607,Pinggiran Kota,125,129,Panas,0,1,Gunung
55,Non-Biner,111709,Doktor,5,Renang,4877,Perkotaan,248,118,Semi,1,1,Pantai
24,Perempuan,116948,Doktor,6,Berjemur,3052,Pinggiran Kota,154,278,Panas,1,0,Pantai
22,Perempuan,103905,Sarjana,3,Berjemur,3492,Perkotaan,141,143,Semi,1,0,Pantai
60,Laki-Laki,24909,SMA/Setingkat,5,Mendaki Gunung,2718,Pedesaan,236,106,Semi,1,1,Pantai
62,Laki-Laki,49029,Sarjana,6,Ski,3889,Pinggiran Kota,81,138,Semi,1,1,Gunung
68,Non-Biner,59889,Doktor,2,Mendaki Gunung,4301,Pinggiran Kota,84,47,Semi,0,0,Pantai
48,Non-Biner,90166,Sarjana,0,Mendaki Gunung,4200,Perkotaan,118,296,Panas,0,0,Gunung
40,Perempuan,87878,Sarjana,0,Ski,3843,Pedesaan,131,50,Dingin,1,1,Pantai
59,Perempuan,52666,SMA/Setingkat,2,Renang,4477,Pinggiran Kota,32,103,Panas,1,0,Pantai
27,Non-Biner,71128,Doktor,6,Ski,1474,Pedesaan,154,107,Semi,0,0,Pantai
49,Laki-Laki,69707,Sarjana,9,Ski,4443,Pedesaan,230,185,Panas,0,0,Pantai
60,Non-Biner,90379,Sarjana,4,Berjemur,4530,Pedesaan,288,251,Semi,1,0,Pantai
47,Perempuan,78437,Magister,2,Renang,3454,Perkotaan,252,280,Panas,1,0,Pantai
56,Laki-Laki,21942,Sarjana,2,Mendaki Gunung,2990,Pinggiran Kota,158,135,Gugur,0,0,Pantai
48,Non-Biner,75841,Magister,8,Berjemur,2209,Perkotaan,185,254,Panas,0,0,Pantai
35,Perempuan,42040,Doktor,4,Ski,864,Pinggiran Kota,233,186,Panas,0,0,Pantai
53,Laki-Laki,76202,Sarjana,8,Ski,4573,Pedesaan,210,159,Dingin,1,0,Pantai
19,Laki-Laki,97359,Magister,9,Mendaki Gunung,1398,Pedesaan,76,192,Dingin,1,0,Gunung
31,Laki-Laki,115040,Sarjana,7,Renang,2998,Pedesaan,125,86,Gugur,1,1,Pantai
